日期,農曆,白肉雞(1.75-1.95Kg),白肉雞(門市價高屏),雞蛋(產地),白肉雞(2.0Kg以上)
2021/09/01,廿五,31.3,32.8,27.5,31.3
2021/08/31,廿四,31.0,32.5,25.5,31.0
2021/08/30,廿三,31.0,32.5,25.5,31.0
2021/08/29,廿二,31.0,32.5,25.5,31.0
2021/08/28,廿一,31.0,32.5,25.5,31.0
2021/08/27,二十,31.0,32.5,25.5,31.0
2021/08/26,十九,31.0,32.5,25.5,31.0
2021/08/25,十八,31.0,32.5,25.5,31.0
2021/08/24,十七,30.8,32.3,25.5,30.8
2021/08/23,十六,30.8,32.3,25.5,30.8
2021/08/22,十五,30.8,32.3,25.5,30.8
2021/08/21,十四,30.8,32.3,25.5,30.8
2021/08/20,十三,30.8,32.3,25.5,30.8
2021/08/19,十二,30.8,32.3,25.5,30.8
2021/08/18,十一,30.8,32.3,25.5,30.8
2021/08/17,初十,30.8,32.3,25.5,30.8
2021/08/16,初九,30.8,32.3,25.5,30.8
2021/08/15,初八,30.5,32.0,25.5,30.5
2021/08/14,初七,30.5,32.0,25.5,30.5
2021/08/13,初六,30.5,32.0,25.5,30.5
2021/08/12,初五,30.5,32.0,25.5,30.5
2021/08/11,初四,30.5,32.0,25.5,30.5
2021/08/10,初三,30.5,32.0,25.5,30.5
2021/08/09,初二,30.5,32.0,25.5,30.5
2021/08/08,七月,30.3,31.8,25.5,30.3
2021/08/07,廿九,30.3,31.8,25.5,30.3
2021/08/06,廿八,30.3,31.8,25.5,30.3
2021/08/05,廿七,30.3,31.8,25.5,30.3
2021/08/04,廿六,30.3,31.8,25.5,30.3
2021/08/03,廿五,30.3,31.8,23.5,30.3
2021/08/02,廿四,30.3,31.8,23.5,30.3
2021/08/01,廿三,30.0,31.5,23.5,30.0
2021/07/31,廿二,30.0,31.5,23.5,30.0
2021/07/30,廿一,30.0,31.5,23.5,30.0
2021/07/29,二十,30.0,31.5,23.5,30.0
2021/07/28,十九,30.0,31.5,23.5,30.0
2021/07/27,十八,30.0,31.5,23.5,30.0
2021/07/26,十七,30.0,31.5,23.5,30.0
2021/07/25,十六,30.0,31.5,23.5,30.0
2021/07/24,十五,30.0,31.5,23.5,30.0
2021/07/23,十四,30.0,31.5,23.5,30.0
2021/07/22,十三,30.0,31.5,23.5,30.0
2021/07/21,十二,30.0,31.5,23.5,30.0
2021/07/20,十一,30.0,31.5,23.5,30.0
2021/07/19,初十,30.0,31.5,23.5,30.0
2021/07/18,初九,30.0,31.5,23.5,30.0
2021/07/17,初八,30.0,31.5,23.5,30.0
2021/07/16,初七,30.0,31.5,23.5,30.0
2021/07/15,初六,30.0,31.5,23.5,30.0
2021/07/14,初五,30.0,31.5,23.5,30.0
2021/07/13,初四,30.0,31.5,23.5,30.0
2021/07/12,初三,30.0,31.5,25.5,30.0
2021/07/11,初二,30.0,31.5,25.5,30.0
2021/07/10,六月,30.0,31.5,25.5,30.0
2021/07/09,三十,30.0,31.5,25.5,30.0
2021/07/08,廿九,30.0,31.5,25.5,30.0
2021/07/07,廿八,30.0,31.5,25.5,30.0
2021/07/06,廿七,30.0,31.5,25.5,30.0
2021/07/05,廿六,30.0,31.5,25.5,30.0
2021/07/04,廿五,30.0,31.5,25.5,30.0
2021/07/03,廿四,30.0,31.5,25.5,30.0
2021/07/02,廿三,30.0,31.5,25.5,30.0
2021/07/01,廿二,30.0,31.5,25.5,30.0
2021/06/30,廿一,30.0,31.5,25.5,30.0
2021/06/29,二十,30.0,31.5,25.5,30.0
2021/06/28,十九,30.0,31.5,28.5,30.0
2021/06/27,十八,30.0,31.5,28.5,30.0
2021/06/26,十七,30.0,31.5,28.5,30.0
2021/06/25,十六,30.0,31.5,28.5,30.0
2021/06/24,十五,30.0,31.5,28.5,30.0
2021/06/23,十四,30.0,31.5,28.5,30.0
2021/06/22,十三,30.0,31.5,28.5,30.0
2021/06/21,十二,30.0,31.5,28.5,30.0
2021/06/20,十一,30.0,31.5,28.5,30.0
2021/06/19,初十,30.0,31.5,28.5,30.0
2021/06/18,初九,30.0,31.5,28.5,30.0
2021/06/17,初八,30.0,31.5,28.5,30.0
2021/06/16,初七,30.0,31.5,28.5,30.0
2021/06/15,初六,30.0,31.5,25.5,30.0
2021/06/14,初五,30.0,31.5,25.5,30.0
2021/06/13,初四,30.0,31.5,25.5,30.0
2021/06/12,初三,30.0,31.5,25.5,30.0
2021/06/11,初二,30.0,31.5,25.5,30.0
2021/06/10,五月,30.0,31.5,25.5,30.0
2021/06/09,廿九,30.0,31.5,25.5,30.0
2021/06/08,廿八,30.0,31.5,25.5,30.0
2021/06/07,廿七,30.0,31.5,25.5,30.0
2021/06/06,廿六,30.0,31.5,25.5,30.0
2021/06/05,廿五,30.0,31.5,25.5,30.0
2021/06/04,廿四,30.0,31.5,25.5,30.0
2021/06/03,廿三,30.0,31.5,25.5,30.0
2021/06/02,廿二,30.0,31.5,25.5,30.0
2021/06/01,廿一,30.0,31.5,25.5,30.0
2021/05/31,二十,30.0,31.5,25.5,30.0
2021/05/30,十九,30.0,31.5,25.5,30.0
2021/05/29,十八,30.0,31.5,25.5,30.0
2021/05/28,十七,30.0,31.5,25.5,30.0
2021/05/27,十六,30.3,31.8,25.5,30.3
2021/05/26,十五,30.3,31.8,25.5,30.3
2021/05/25,十四,30.3,31.8,25.5,30.3
2021/05/24,十三,30.3,31.8,28.5,30.3
2021/05/23,十二,30.3,31.8,28.5,30.3
2021/05/22,十一,30.3,31.8,28.5,30.3
2021/05/21,初十,30.3,31.8,28.5,30.3
2021/05/20,初九,30.3,31.8,28.5,30.3
2021/05/19,初八,30.3,31.8,28.5,30.3
2021/05/18,初七,30.3,31.8,28.5,30.3
2021/05/17,初六,30.3,31.8,28.5,30.3
2021/05/16,初五,30.3,31.8,28.5,30.3
2021/05/15,初四,30.3,31.8,28.5,30.3
2021/05/14,初三,30.3,31.8,28.5,30.3
2021/05/13,初二,30.3,31.8,28.5,30.3
2021/05/12,初一,30.0,31.5,28.5,30.0
2021/05/11,三十,30.0,31.5,28.5,30.0
2021/05/10,廿九,30.0,31.5,28.5,30.0
2021/05/09,廿八,30.0,31.5,28.5,30.0
2021/05/08,廿七,30.0,31.5,28.5,30.0
2021/05/07,廿六,30.0,31.5,28.5,30.0
2021/05/06,廿五,29.8,31.3,28.5,29.8
2021/05/05,立夏,29.8,31.3,28.5,29.8
2021/05/04,廿三,29.8,31.3,28.5,29.8
2021/05/03,廿二,29.8,31.3,30.5,29.8
2021/05/02,廿一,29.8,31.3,30.5,29.8
2021/05/01,二十,29.8,31.3,30.5,29.8
2021/04/30,十九,29.8,31.3,30.5,29.8
2021/04/29,十八,29.8,31.3,30.5,29.8
2021/04/28,十七,29.8,31.3,30.5,29.8
2021/04/27,十六,29.8,31.3,30.5,29.8
2021/04/26,十五,29.8,31.3,30.5,29.8
2021/04/25,十四,29.8,31.3,30.5,29.8
2021/04/24,十三,29.8,31.3,30.5,29.8
2021/04/23,十二,29.8,31.3,30.5,29.8
2021/04/22,十一,29.8,31.3,30.5,29.8
2021/04/21,初十,29.8,31.3,30.5,29.8
2021/04/20,穀雨,29.8,31.3,30.5,29.8
2021/04/19,初八,29.8,31.3,32.5,29.8
2021/04/18,初七,29.8,31.3,32.5,29.8
2021/04/17,初六,29.8,31.3,32.5,29.8
2021/04/16,初五,29.8,31.3,32.5,29.8
2021/04/15,初四,29.8,31.3,32.5,29.8
2021/04/14,初三,29.8,31.3,32.5,29.8
2021/04/13,初二,29.8,31.3,32.5,29.8
2021/04/12,三月,29.8,31.3,32.5,29.8
2021/04/11,三十,29.8,31.3,32.5,29.8
2021/04/10,廿九,29.8,31.3,32.5,29.8
2021/04/09,廿八,29.8,31.3,32.5,29.8
2021/04/08,廿七,29.8,31.3,32.5,29.8
2021/04/07,廿六,29.8,31.3,32.5,29.8
2021/04/06,廿五,29.8,31.3,32.5,29.8
2021/04/05,廿四,29.8,31.3,32.5,29.8
2021/04/04,清明,29.8,31.3,32.5,29.8
2021/04/03,廿二,29.8,31.3,32.5,29.8
2021/04/02,廿一,29.8,31.3,32.5,29.8
2021/04/01,二十,29.8,31.3,32.5,29.8
2021/03/31,十九,29.8,31.3,32.5,29.8
2021/03/30,十八,29.8,31.3,32.5,29.8
2021/03/29,十七,29.8,31.3,32.5,29.8
2021/03/28,十六,29.5,31.0,32.5,29.5
2021/03/27,十五,29.5,31.0,32.5,29.5
2021/03/26,十四,29.5,31.0,32.5,29.5
2021/03/25,十三,29.5,31.0,32.5,29.5
2021/03/24,十二,29.5,31.0,32.5,29.5
2021/03/23,十一,29.5,31.0,30.5,29.5
2021/03/22,初十,29.3,30.8,30.5,29.3
2021/03/21,初九,29.3,30.8,30.5,29.3
2021/03/20,初八,29.3,30.8,30.5,29.3
2021/03/19,初七,29.3,30.8,30.5,29.3
2021/03/18,初六,29.3,30.8,30.5,29.3
2021/03/17,初五,29.3,30.8,30.5,29.3
2021/03/16,初四,29.3,30.8,30.5,29.3
2021/03/15,初三,29.3,30.8,30.5,29.3
2021/03/14,初二,29.0,30.5,30.5,29.0
2021/03/13,二月初一,29.0,30.5,30.5,29.0
2021/03/12,廿九,29.0,30.5,30.5,29.0
2021/03/11,廿八,29.0,30.5,30.5,29.0
2021/03/10,廿七,29.0,30.5,30.5,29.0
2021/03/09,廿六,29.0,30.5,30.5,29.0
2021/03/08,廿五,29.0,30.5,30.5,29.0
2021/03/07,廿四,29.0,30.5,30.5,29.0
2021/03/06,廿三,29.0,30.5,30.5,29.0
2021/03/05,驚蟄,29.0,30.5,30.5,29.0
2021/03/04,廿一,29.0,30.5,30.5,29.0
2021/03/03,二十,29.0,30.5,30.5,29.0
2021/03/02,十九,29.0,30.5,28.5,29.0
2021/03/01,十八,29.0,30.5,28.5,29.0
2021/02/28,十七,29.0,30.5,28.5,29.0
2021/02/27,十六,29.0,30.5,28.5,29.0
2021/02/26,十五,29.0,30.5,28.5,29.0
2021/02/25,十四,29.0,30.5,28.5,29.0
2021/02/24,十三,29.0,30.5,28.5,29.0
2021/02/23,十二,29.0,30.5,28.5,29.0
2021/02/22,十一,28.8,30.3,28.5,28.8
2021/02/21,初十,28.8,30.3,28.5,28.8
2021/02/20,初九,28.8,30.3,28.5,28.8
2021/02/19,初八,28.5,30.0,28.5,28.5
2021/02/18,初七,28.5,30.0,28.5,28.5
2021/02/17,初六,28.5,30.0,23.5,28.5
2021/02/16,初五,28.3,29.8,23.5,28.3
2021/02/15,初四,28.3,29.8,23.5,28.3
2021/02/14,初三,休市,休市,23.5,休市
2021/02/13,初二,休市,休市,23.5,休市
2021/02/12,初一,休市,休市,23.5,休市
2021/02/11,除夕,休市,休市,23.5,休市
2021/02/10,廿九,休市,休市,23.5,休市
2021/02/09,廿八,28.3,29.8,23.5,28.3
2021/02/08,廿七,28.3,29.8,23.5,28.3
2021/02/07,廿六,28.0,29.5,23.5,28.0
2021/02/06,廿五,28.0,29.5,23.5,28.0
2021/02/05,廿四,28.0,29.5,23.5,28.0
2021/02/04,廿三,28.0,29.5,23.5,28.0
2021/02/03,廿二,27.8,29.3,23.5,27.8
2021/02/02,廿一,27.8,29.3,25.5,27.8
2021/02/01,二十,27.5,29.0,28.5,27.5
2021/01/31,十九,27.5,29.0,28.5,27.5
2021/01/30,十八,27.5,29.0,28.5,27.5
2021/01/29,十七,27.5,29.0,28.5,27.5
2021/01/28,十六,27.3,28.8,28.5,27.3
2021/01/27,十五,27.3,28.8,28.5,27.3
2021/01/26,十四,27.3,28.8,28.5,27.3
2021/01/25,十三,27.0,28.5,28.5,27.0
2021/01/24,十二,27.0,28.5,28.5,27.0
2021/01/23,十一,27.0,28.5,28.5,27.0
2021/01/22,初十,27.0,28.5,28.5,27.0
2021/01/21,初九,27.0,28.5,28.5,27.0
2021/01/20,初八,27.0,28.5,28.5,27.0
2021/01/19,初七,26.8,28.3,28.5,26.8
2021/01/18,初六,26.8,28.3,28.5,26.8
2021/01/17,初五,26.8,28.3,28.5,26.8
2021/01/16,初四,26.8,28.3,28.5,26.8
2021/01/15,初三,26.8,28.3,28.5,26.8
2021/01/14,初二,26.8,28.3,28.5,26.8
2021/01/13,臘月,26.8,28.3,28.5,26.8
2021/01/12,廿九,26.5,28.0,26.5,26.5
2021/01/11,廿八,26.5,28.0,26.5,26.5
2021/01/10,廿七,26.5,28.0,26.5,26.5
2021/01/09,廿六,26.5,28.0,26.5,26.5
2021/01/08,廿五,26.5,28.0,26.5,26.5
2021/01/07,廿四,26.5,28.0,26.5,26.5
2021/01/06,廿三,26.5,28.0,26.5,26.5
2021/01/05,廿二,26.5,28.0,24.5,26.5
2021/01/04,廿一,26.5,28.0,24.5,26.5
2021/01/03,二十,26.5,28.0,24.5,26.5
2021/01/02,十九,26.5,28.0,24.5,26.5
2021/01/01,十八,26.5,28.0,24.5,26.5
2020/12/31,十七,26.5,28.0,24.5,26.5
2020/12/30,十六,26.5,28.0,24.5,26.5
2020/12/29,十五,26.5,28.0,24.5,26.5
2020/12/28,十四,26.5,28.0,24.5,26.5
2020/12/27,十三,26.5,28.0,24.5,26.5
2020/12/26,十二,26.5,28.0,24.5,26.5
2020/12/25,十一,26.5,28.0,24.5,26.5
2020/12/24,初十,26.8,28.3,24.5,26.8
2020/12/23,初九,26.8,28.3,24.5,26.8
2020/12/22,初八,26.8,28.3,24.5,26.8
2020/12/21,冬至,26.8,28.3,26.5,26.8
2020/12/20,初六,26.8,28.3,26.5,26.8
2020/12/19,初五,26.8,28.3,26.5,26.8
2020/12/18,初四,26.8,28.3,26.5,26.8
2020/12/17,初三,27.0,28.5,26.5,27.0
2020/12/16,初二,27.0,28.5,26.5,27.0
2020/12/15,十一月,27.0,28.5,26.5,27.0
2020/12/14,三十,27.0,28.5,26.5,27.0
2020/12/13,廿九,27.0,28.5,26.5,27.0
2020/12/12,廿八,27.0,28.5,26.5,27.0
2020/12/11,廿七,27.0,28.5,26.5,27.0
2020/12/10,廿六,27.0,28.5,26.5,27.0
2020/12/09,廿五,27.3,28.8,26.5,27.3
2020/12/08,廿四,27.3,28.8,26.5,27.3
2020/12/07,廿三,27.3,28.8,28.5,27.3
2020/12/06,廿二,27.3,28.8,28.5,27.3
2020/12/05,廿一,27.3,28.8,28.5,27.3
2020/12/04,廿十,27.3,28.8,28.5,27.3
2020/12/03,十九,27.3,28.8,28.5,27.3
2020/12/02,十八,27.3,28.8,28.5,27.3
2020/12/01,十七,27.3,28.8,28.5,27.3
2020/11/30,十六,27.3,28.8,28.5,27.3
2020/11/29,十五,27.3,28.8,28.5,27.3
2020/11/28,十四,27.3,28.8,28.5,27.3
2020/11/27,十三,27.3,28.8,28.5,27.3
2020/11/26,十二,27.5,29.0,28.5,27.5
2020/11/25,十一,27.5,29.0,28.5,27.5
2020/11/24,初十,27.5,29.0,26.5,27.5
2020/11/23,初九,27.8,29.3,26.5,27.8
2020/11/22,小雪,27.8,29.3,26.5,27.8
2020/11/21,初七,27.8,29.3,26.5,27.8
2020/11/20,初六,27.8,29.3,26.5,27.8
2020/11/19,初五,27.8,29.3,26.5,27.8
2020/11/18,初四,28.0,29.5,26.5,28.0
2020/11/17,初三,28.0,29.5,26.5,28.0
2020/11/16,初二,28.0,29.5,26.5,28.0
2020/11/15,十月,28.0,29.5,26.5,28.0
2020/11/14,廿九,28.0,29.5,26.5,28.0
2020/11/13,廿八,28.0,29.5,26.5,28.0
2020/11/12,廿七,28.3,29.8,26.5,28.3
2020/11/11,廿六,28.3,29.8,26.5,28.3
2020/11/10,廿五,28.3,29.8,24.5,28.3
2020/11/09,廿四,28.5,30.0,24.5,28.5
2020/11/08,廿三,28.5,30.0,24.5,28.5
2020/11/07,廿二,28.5,30.0,24.5,28.5
2020/11/06,廿一,28.5,30.0,24.5,28.5
2020/11/05,二十,28.8,30.3,24.5,28.8
2020/11/04,十九,28.8,30.3,24.5,28.8
2020/11/03,十八,28.8,30.3,24.5,28.8
2020/11/02,十七,28.8,30.3,24.5,28.8
2020/11/01,十六,28.8,30.3,24.5,28.8
2020/10/31,十五,28.8,30.3,24.5,28.8
2020/10/30,十四,28.8,30.3,24.5,28.8
2020/10/29,十三,29.0,30.5,24.5,29.0
2020/10/28,十二,29.0,30.5,24.5,29.0
2020/10/27,十一,29.0,30.5,24.5,29.0
2020/10/26,初十,29.0,30.5,24.5,29.0
2020/10/25,初九,29.0,30.5,24.5,29.0
2020/10/24,初八,29.0,30.5,24.5,29.0
2020/10/23,霜降,29.0,30.5,24.5,29.0
2020/10/22,初六,29.3,30.8,22.5,29.3
2020/10/21,初五,29.3,30.8,22.5,29.3
2020/10/20,初四,29.3,30.8,22.5,29.3
2020/10/19,初三,29.3,30.8,24.5,29.3
2020/10/18,初二,29.3,30.8,24.5,29.3
2020/10/17,初一,29.3,30.8,24.5,29.3
2020/10/16,三十,29.3,30.8,24.5,29.3
2020/10/15,廿九,29.5,31.0,24.5,29.5
2020/10/14,廿八,29.5,31.0,24.5,29.5
2020/10/13,廿七,29.5,31.0,24.5,29.5
2020/10/12,廿六,29.8,31.3,24.5,29.8
2020/10/11,廿五,29.8,31.3,24.5,29.8
2020/10/10,廿四,29.8,31.3,24.5,29.8
2020/10/09,廿三,29.8,31.3,24.5,29.8
2020/10/08,寒露,29.8,31.3,24.5,29.8
2020/10/07,廿一,29.8,31.3,24.5,29.8
2020/10/06,二十,29.8,31.3,24.5,29.8
2020/10/05,十九,29.8,31.3,26.5,29.8
2020/10/04,十八,29.8,31.3,26.5,29.8
2020/10/03,十七,29.8,31.3,26.5,29.8
2020/10/02,十六,29.8,31.3,26.5,29.8
2020/10/01,中秋,29.8,31.3,26.5,29.8
2020/09/30,十四,29.8,31.3,26.5,29.8
2020/09/29,十三,29.8,31.3,26.5,29.8
2020/09/28,十二,29.8,31.3,28.5,29.8
2020/09/27,十一,29.8,31.3,28.5,29.8
2020/09/26,初十,29.8,31.3,28.5,29.8
2020/09/25,初九,29.8,31.3,28.5,29.8
2020/09/24,初八,29.8,31.3,28.5,29.8
2020/09/23,初七,29.8,31.3,28.5,29.8
2020/09/22,初六,29.8,31.3,28.5,29.8
2020/09/21,初五,29.8,31.3,28.5,29.8
2020/09/20,初四,29.8,31.3,28.5,29.8
2020/09/19,初三,29.8,31.3,28.5,29.8
2020/09/18,初二,29.8,31.3,28.5,29.8
2020/09/17,八月,29.8,31.3,25.5,29.8
2020/09/16,廿九,29.8,31.3,25.5,29.8
2020/09/15,廿八,29.8,31.3,25.5,29.8
2020/09/14,廿七,29.8,31.3,28.5,29.8
2020/09/13,廿六,29.8,31.3,28.5,29.8
2020/09/12,廿五,29.8,31.3,28.5,29.8
2020/09/11,廿四,29.8,31.3,28.5,29.8
2020/09/10,廿三,29.8,31.3,28.5,29.8
2020/09/09,廿二,29.8,31.3,28.5,29.8
2020/09/08,廿一,29.8,31.3,28.5,29.8
2020/09/07,白露,29.8,31.3,28.5,29.8
2020/09/06,十九,29.8,31.3,28.5,29.8
2020/09/05,十八,29.8,31.3,28.5,29.8
2020/09/04,十七,29.8,31.3,28.5,29.8
2020/09/03,十六,29.8,31.3,28.5,29.8
2020/09/02,十五,29.8,31.3,28.5,29.8
2020/09/01,十四,29.8,31.3,28.5,29.8
2020/08/31,十三,29.8,31.3,28.5,29.8
2020/08/30,十二,29.8,31.3,28.5,29.8
2020/08/29,十一,29.8,31.3,28.5,29.8
2020/08/28,初十,29.8,31.3,28.5,29.8
2020/08/27,初九,29.8,31.3,28.5,29.8
2020/08/26,初八,29.8,31.3,28.5,29.8
2020/08/25,初七,29.8,31.3,28.5,29.8
2020/08/24,初六,29.8,31.3,28.5,29.8
2020/08/23,初五,29.8,31.3,28.5,29.8
2020/08/22,初四,29.8,31.3,28.5,29.8
2020/08/21,初三,29.8,31.3,28.5,29.8
2020/08/20,初二,29.8,31.3,28.5,29.8
2020/08/19,七月,29.8,31.3,28.5,29.8
2020/08/18,廿九,29.8,31.3,26.5,29.8
2020/08/17,廿八,29.8,31.3,26.5,29.8
2020/08/16,廿七,29.8,31.3,26.5,29.8
2020/08/15,廿六,29.8,31.3,26.5,29.8
2020/08/14,廿四,29.8,31.3,26.5,29.8
2020/08/13,廿四,29.8,31.3,26.5,29.8
2020/08/12,廿三,29.8,31.3,26.5,29.8
2020/08/11,廿二,29.8,31.3,26.5,29.8
2020/08/10,廿一,29.8,31.3,26.5,29.8
2020/08/09,二十,29.8,31.3,26.5,29.8
2020/08/08,十九,29.8,31.3,26.5,29.8
2020/08/07,立秋,29.8,31.3,26.5,29.8
2020/08/06,十七,29.8,31.3,26.5,29.8
2020/08/05,十六,29.8,31.3,26.5,29.8
2020/08/04,十五,29.8,31.3,24.5,29.8
2020/08/03,十四,29.8,31.3,24.5,29.8
2020/08/02,十三,29.8,31.3,24.5,29.8
2020/08/01,十二,29.8,31.3,24.5,29.8
2020/07/31,十一,29.8,31.3,24.5,29.8
2020/07/30,初十,29.8,31.3,24.5,29.8
2020/07/29,初九,29.8,31.3,24.5,29.8
2020/07/28,初八,29.8,31.3,22.5,29.8
2020/07/27,初七,29.8,31.3,22.5,29.8
2020/07/26,初六,29.8,31.3,22.5,29.8
2020/07/25,初五,29.8,31.3,22.5,29.8
2020/07/24,初四,29.5,31.0,22.5,29.5
2020/07/23,初三,29.5,31.0,22.5,29.5
2020/07/22,大暑,29.5,31.0,22.5,29.5
2020/07/21,初一,29.5,31.0,22.5,29.5
2020/07/20,三十,29.5,31.0,22.5,29.5
2020/07/19,廿九,29.5,31.0,22.5,29.5
2020/07/18,廿八,29.5,31.0,22.5,29.5
2020/07/17,廿七,29.5,31.0,22.5,29.5
2020/07/16,廿六,29.5,31.0,22.5,29.5
2020/07/15,廿五,29.5,31.0,22.5,29.5
2020/07/14,廿四,29.5,31.0,22.5,29.5
2020/07/13,廿三,29.5,31.0,22.5,29.5
2020/07/12,廿二,29.5,31.0,22.5,29.5
2020/07/11,廿一,29.5,31.0,22.5,29.5
2020/07/10,二十,29.5,31.0,22.5,29.5
2020/07/09,十九,29.5,31.0,22.5,29.5
2020/07/08,十八,29.5,31.0,22.5,29.5
2020/07/07,十七,29.5,31.0,22.5,29.5
2020/07/06,小暑,29.3,30.8,24.5,29.3
2020/07/05,十五,29.3,30.8,24.5,29.3
2020/07/04,十四,29.3,30.8,24.5,29.3
2020/07/03,十三,29.3,30.8,24.5,29.3
2020/07/02,十二,29.3,30.8,24.5,29.3
2020/07/01,十一,29.3,30.8,24.5,29.3
2020/06/30,初十,29.0,30.5,24.5,29.0
2020/06/29,初九,29.0,30.5,24.5,29.0
2020/06/28,初八,29.0,30.5,24.5,29.0
2020/06/27,初七,29.0,30.5,24.5,29.0
2020/06/26,初六,29.0,30.5,24.5,29.0
2020/06/25,端午,29.0,30.5,24.5,29.0
2020/06/24,初四,29.0,30.5,24.5,29.0
2020/06/23,初三,29.0,30.5,24.5,29.0
2020/06/22,初二,29.0,30.5,24.5,29.0
2020/06/21,夏至,28.8,30.3,24.5,28.8
2020/06/20,廿九,28.8,30.3,24.5,28.8
2020/06/19,廿八,28.8,30.3,24.5,28.8
2020/06/18,廿七,28.8,30.3,24.5,28.8
2020/06/17,廿六,28.8,30.3,24.5,28.8
2020/06/16,廿五,28.8,30.3,24.5,28.8
2020/06/15,廿四,28.8,30.3,24.5,28.8
2020/06/14,廿三,28.5,30.0,24.5,28.5
2020/06/13,廿二,28.5,30.0,24.5,28.5
2020/06/12,廿一,28.5,30.0,24.5,28.5
2020/06/11,二十,28.5,30.0,24.5,28.5
2020/06/10,十九,28.5,30.0,24.5,28.5
2020/06/09,十八,28.5,30.0,24.5,28.5
2020/06/08,十七,28.5,30.0,24.5,28.5
2020/06/07,十六,28.3,29.8,24.5,28.3
2020/06/06,十五,28.3,29.8,24.5,28.3
2020/06/05,芒種,28.3,29.8,24.5,28.3
2020/06/04,十三,28.3,29.8,24.5,28.3
2020/06/03,十二,28.3,29.8,24.5,28.3
2020/06/02,十一,28.3,29.8,24.5,28.3
2020/06/01,初十,28.3,29.8,24.5,28.3
2020/05/31,初九,28.3,29.8,24.5,28.3
2020/05/30,初八,28.3,29.8,24.5,28.3
2020/05/29,初七,28.3,29.8,24.5,28.3
2020/05/28,初六,28.3,29.8,24.5,28.3
2020/05/27,初五,28.3,29.8,24.5,28.3
2020/05/26,初四,28.3,29.8,24.5,28.3
2020/05/25,初三,28.3,29.8,24.5,28.3
2020/05/24,初二,28.0,29.5,24.5,28.0
2020/05/23,閏四月,28.0,29.5,24.5,28.0
2020/05/22,三十,28.0,29.5,24.5,28.0
2020/05/21,廿九,28.0,29.5,24.5,28.0
2020/05/20,廿八,28.0,29.5,24.5,28.0
2020/05/19,廿七,28.0,29.5,24.5,28.0
2020/05/18,廿六,28.0,29.5,27.5,28.0
2020/05/17,廿五,28.0,29.5,27.5,28.0
2020/05/16,廿四,28.0,29.5,27.5,28.0
2020/05/15,廿三,28.0,29.5,27.5,28.0
2020/05/14,廿二,27.8,29.3,27.5,27.8
2020/05/13,廿一,27.8,29.3,27.5,27.8
2020/05/12,二十,27.8,29.3,27.5,27.8
2020/05/11,十九,27.8,29.3,29.5,27.8
2020/05/10,十八,27.5,29.0,29.5,27.5
2020/05/09,十七,27.5,29.0,29.5,27.5
2020/05/08,十六,27.5,29.0,29.5,27.5
2020/05/07,十五,27.5,29.0,29.5,27.5
2020/05/06,十四,27.5,29.0,29.5,27.5
2020/05/05,立夏,27.5,29.0,29.5,27.5
2020/05/04,十二,27.3,28.8,29.5,27.3
2020/05/03,十一,27.3,28.8,29.5,27.3
2020/05/02,初十,27.3,28.8,29.5,27.3
2020/05/01,初九,27.3,28.8,29.5,27.3
2020/04/30,初八,27.3,28.8,29.5,27.3
2020/04/29,初七,27.3,28.8,29.5,27.3
2020/04/28,初六,27.3,28.8,29.5,27.3
2020/04/27,初五,27.0,28.5,29.5,27.0
2020/04/26,初四,27.0,28.5,29.5,27.0
2020/04/25,初三,27.0,28.5,29.5,27.0
2020/04/24,初二,27.0,28.5,29.5,27.0
2020/04/23,四月,27.0,28.5,29.5,27.0
2020/04/22,三十,27.0,28.5,29.5,27.0
2020/04/21,廿九,27.0,28.5,29.5,27.0
2020/04/20,廿八,27.0,28.5,29.5,27.0
2020/04/19,榖雨,27.0,28.5,29.5,27.0
2020/04/18,廿六,27.0,28.5,29.5,27.0
2020/04/17,廿五,27.0,28.5,29.5,27.0
2020/04/16,廿四,27.0,28.5,29.5,27.0
2020/04/15,廿三,26.8,28.3,29.5,26.8
2020/04/14,廿二,26.8,28.3,29.5,26.8
2020/04/13,廿一,26.8,28.3,29.5,26.8
2020/04/12,二十,26.8,28.3,29.5,26.8
2020/04/11,十九,26.8,28.3,29.5,26.8
2020/04/10,十八,26.8,28.3,29.5,26.8
2020/04/09,十七,26.8,28.3,29.5,26.8
2020/04/08,十六,26.8,28.3,29.5,26.8
2020/04/07,十五,26.8,28.3,29.5,26.8
2020/04/06,十四,26.8,28.3,29.5,26.8
2020/04/05,十三,26.5,28.0,29.5,26.5
2020/04/04,清明,26.5,28.0,29.5,26.5
2020/04/03,十一,26.5,28.0,29.5,26.5
2020/04/02,初十,26.5,28.0,29.5,26.5
2020/04/01,初九,26.5,28.0,29.5,26.5
2020/03/31,初八,26.5,28.0,29.5,26.5
2020/03/30,初七,26.5,28.0,29.5,26.5
2020/03/29,初六,26.3,27.8,29.5,26.3
2020/03/28,初五,26.3,27.8,29.5,26.3
2020/03/27,初四,26.3,27.8,29.5,26.3
2020/03/26,初三,26.3,27.8,29.5,26.3
2020/03/25,初二,26.3,27.8,29.5,26.3
2020/03/24,三月,26.3,27.8,29.5,26.3
2020/03/23,三十,26.0,27.5,29.5,26.0
2020/03/22,廿九,26.0,27.5,29.5,26.0
